full_name,surname,name,ug_degree,ug_institution,ug_grad_year,ug_subjects,m_degree,m_institution,m_grad_year,d_degree,d_institution,d_grad_year,d_subjects,current_position,dataTXT,us_state,country,coordinate location,latitude,longitude,pos_year,science,science1,science_icon,science2,science3,science4,science5,major_career
"Roberts, Louise Elizabeth",Roberts,Louise Elizabeth,AB,Bryn Mawr College,1908,Greek and Mathematics and,AM,NA,1911,NA,NA,NA,NA,Teacher of Mathematics in the High School Paterson New Jersey,Paterson,New Jersey,United States of America,"40.915555555556,-74.163055555556",40.91555556,-74.16305556,1917,mathematics,mathematics,mathematics,NA,NA,NA,NA,both
"Robins, Dorothea",Robins,Dorothea,AB,Bryn Mawr College,1914,Latin and French Teacher of Latin and Mathematics in Miss Jones and Mrs ChapmanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Chestnut Hill Philadelphia 1914,NA,NA,NA,NA,NA,NA,NA,Teacher of Latin and Mathematics in Miss Jones and Mrs Chapman's School Chestnut Hill Philadelphia,Chestnut Hill,Pennsylvania,United States of America,"40.07045,-75.20656",40.07045,-75.20656,1914,mathematics,mathematics,mathematics,NA,NA,NA,NA,both
"Robins, Florence Etjstis",Robins,Florence Etjstis,AB,Bryn Mawr College,1904,Latin and French Teacher of Mathematics in the Kenwood Institute Chicago III 1904-09; Teacher of History and Mathematics in Miss FaulknerÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Chicago 1909-10 and of History and English in Miss Madeira's School Washington D C 1910,NA,NA,NA,NA,NA,NA,NA,Teacher of History and Mathematics in Miss Faulkner's School Chicago  and of History and English in Miss Madeira's School Washington D C,"Washington, D.C.",Washington,United States of America,"38.895,-77.036666666667",38.895,-77.03666667,1910,mathematics,mathematics,mathematics,NA,NA,NA,NA,both
"Robinson, Helen Louise",Robinson,Helen Louise,AB,Bryn Mawr College,1901,Greek and Latin Teacher of Mathematics and Assistant Teacher of English in the Fredin School Cincinnati 1904-06; Graduate Student University of Cincinnati 1905-06; Teacher of Latin English and Mathematics in Miss WinsorÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Boston Mass 1906-08; Private Tutor 1908-09; Teacher of Latin in Rosemary Hall Greenwich Conn 1910-12 acd Assistant in Music 1912-18; Coach for Glee Club Miss Low and Miss HeywoodÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Stamford Conn 1912-13; Instructor in Piano David MannesÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Music School New York City and Rosemary Hall 1916-19,NA,NA,NA,NA,NA,NA,NA,Instructor in Piano David Mannes's Music School New York City and Rosemary Hall,New York City,New York,United States of America,"40.67,-73.94",40.67,-73.94,1919,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Robinson, Leone",Robinson,Leone,AB,Bryn Mawr College,1909,History and Economics and Politics Teacher of Mathematics in the Central High School St Louis 1912-16 Married 1916 Mr Herbert Morean Morgan One daughter,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics in the Central High School St Louis,St. Louis,Missouri,United States of America,"38.616666666667,-90.2",38.61666667,-90.2,1916,mathematics,mathematics,mathematics,NA,NA,NA,NA,both
"Rock, Amy Cordova",Rock,Amy Cordova,AB,Bryn Mawr College,1893,Physics and Chemistry Assistant in Chemical Laboratory and Graduate Student Bryn Mawr College 1893-94 and Fellow in Chemistry 1894-95; Student Univeisity of Heidelberg 1895-96 and University of Berlin 1896-97; Chairman South Atlantic Branch of the Association of Collegiate AIumne 1909-10 1915 ; President ParentsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² League 1913-14; Corresponding Secretary of Home and School Council of District of Columbia 1916-17; Philanthropic Civic and War Worker holding various offices in WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Land Army Food Administration HousekeepersÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² Alliance etc 1917,NA,NA,NA,NA,NA,NA,NA,President Bryn Mawr Club of Washington,"Washington, D.C.",Washington,United States of America,"38.895,-77.036666666667",38.895,-77.03666667,1919,"chemistry, physics",chemistry,interdisciplinary,physics,NA,NA,NA,major
"Root, Mary Longaker",Root,Mary Longaker,AB,Bryn Mawr College,1910,Latin and Mathematics Teacher of Latin Mathematics and English in Miss RObinsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²S School Mt Airy Philadelphia 1910-11; Teacher of Mathematics in the William Penn High School Philadelphia 1912ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â·  1907-08; Special Student in the Bangor Theological Seminary Bangor 1908-09; Missionary in China 1910,NA,NA,NA,NA,NA,NA,NA,Teacher in Han Mei Academy Shaowu,Shaowu,NA,People's Republic of China,"27.34165,117.4869",27.34165,117.4869,1912,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Ropes, Margaret",Ropes,Margaret,AB,Bryn Mawr College,1903,Mathematics and Physics Teacher of Science and Mathematics in the High School Bangor 1903-04 and r>( Algebra 1904-05; Teacher of Mathematics and Science in the Berkeley Street School Cambridge Mass 1905H37; Teacher in the Tucson Schools 1916-17; SturW Spanish University of Arizona 1917-18,NA,NA,NA,NA,NA,NA,NA,Student Spanish University of Arizona,University of Arizona,Arizona,United States of America,"32.231666666667,-110.95194444444",32.23166667,-110.9519444,1918,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Rotan, Katherine Livingston",Rotan,Katherine Livingston,AB,Bryn Mawr College,1910,Chemistry and Biology; MD WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Medical College of Pennsylvania 1914 Graduate Research Student Department of Physiology Harvard Medical School 1914-15 and in Johns Hopkins Medical School 1915-16; Assistant Resident Physician Peter Bent Brigham Hospital Boston 1917; Managing Editor Journal of Industrial Hygiene Harvard Medical School 1918  Married 1910 Dr Cecil Kent Drinker Two daughters (one f 1916),NA,NA,NA,NA,NA,NA,NA,Managing Editor Journal of Industrial Hygiene Harvard Medical School,Harvard Medical School,Massachusetts,United States of America,"42.335743,-71.105138",42.335743,-71.105138,1918,"biology, chemistry, physiology",biology,interdisciplinary,chemistry,physiology,NA,NA,major
"Rowley, Hannah Teresa",Rowley,Hannah Teresa,AB,Bryn Mawr College,1901,Chemistry and Biology Teacher of Mathematics in Miss DarlingtonÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Uniontown Pa 1901-02; Teacher in the Glen Mills School Glen Mills Pa 1902-04; Teacher of Mathematics and Science in Miss HakesÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Rochester 1904- 10; Teacher of Mathematics in Columbia School Rochester 1910-14; Teacher of Science in the Winsor School Boston 1914,NA,NA,NA,NA,NA,NA,NA,Teacher of Science in the Winsor School Boston,Boston,Massachusetts,United States of America,"42.357777777778,-71.061666666667",42.35777778,-71.06166667,1914,"biology, chemistry, mathematics",biology,interdisciplinary,chemistry,mathematics,NA,NA,major
"Russell, Margaret",Russell,Margaret,AB,Bryn Mawr College,1916,Physics and Psychology Married 1918 Mr Roger Sturtevant Kellen,NA,NA,NA,NA,NA,NA,NA,NA,"Plymouth, MA",Massachusetts,United States of America,"41.958446, -70.667262",41.958446,-70.667262,1916,physics,physics,physics,NA,NA,NA,NA,major
"Sackett, Mary Johnson",Sackett,Mary Johnson,AB,Bryn Mawr College,1901,Chemistry and Biology Substitute Teacher of Science in the Bryn Mawr School Baltimore Md autumn 1901; Private Tutor 1902,NA,NA,NA,NA,NA,NA,NA,Private Tutor,"Brooklyn, NY",New York,United States of America,"40.678178, -73.944158",40.678178,-73.944158,1902,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Sampson, Edith",Sampson,Edith,AB,Bryn Mawr College,1890,Chemistry and Biology and,AM,NA,1894,NA,NA,NA,NA,Graduate Student Bryn Mawr College,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1895,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Sanborne, Sarah Minier",Sanborne,Sarah Minier,AB,Bryn Mawr College,1908,Latin and Mathematics Teacher of Mathematics Brownell Hall Omaha Neb 1908-11; Teacher in Omaha Schools 1911-14; Teacher of Citrics in the Omaha High School of Commerce 1914-16 and Tutor 1910- 16 Married 1916 Mr Walter Gerald 1 Veaver One son one daughter,NA,NA,NA,NA,NA,NA,NA,Teacher of Citrics in the Omaha High School of Commerce  and Tutor,Omaha High School,Arkansas,United States of America,"36.4496,-93.2017",36.4496,-93.2017,1916,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Sato, Ryu",Sato,Ryu,AB,Bryn Mawr College,1917,Physics and Chemistry and,AM,NA,1918,NA,NA,NA,NA,Teacher in the Friends' Girls' School Tokyo,Tokyo,NA,Japan,"35.68,139.77",35.68,139.77,1916,"chemistry, physics",chemistry,interdisciplinary,physics,NA,NA,NA,both
"Schaeffer, Helen Elizabeth",Schaeffer,Helen Elizabeth,AB,Dickinson,1903,NA,AM,Dickinson,1905,PhD,Bryn Mawr College,1908,Physics Pure and Applied Mathematics Graduate Scholar in Mathematics Bryn Mawr,Reader in Mathematics Bryn Mawr,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1912,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,both
"Schock, Caroline Franck",Schock,Caroline Franck,AB,Maryland College,1903,Mathematics and Chemistry Married 1909 Professor Chester Lloyd Jones Three daughters,NA,NA,NA,NA,NA,NA,NA,"American Embassy, Madrid, Spain",Madrid,NA,Spain,"40.416775, -3.703790",40.416775,-3.70379,1908,"chemistry, mathematics",chemistry,interdisciplinary,mathematics,NA,NA,NA,both
"Schoff, Edith Gertrude",Schoff,Edith Gertrude,AB,Bryn Mawr College,1898,Chemistry and Biology Student University of Pennsylvania 1899-1900; Student of Music 1900-06; Demonstrator in Geology Bryn Mawr College 1903; Corresponding Secretary of the West Philadelphia Committee of Philadelphia Orchestra 1904-06 Married 1906 Mr John James Boericke Three sons one daughter,NA,NA,NA,NA,NA,NA,NA,Corresponding Secretary of the West Philadelphia Committee of Philadelphia Orchestra,West Philadelphia,Pennsylvania,United States of America,"39.9757,-75.2129",39.9757,-75.2129,1906,"biology, chemistry, geology",biology,interdisciplinary,chemistry,geology,NA,NA,major
"Schoff, Louise",Schoff,Louise,AB,Bryn Mawr College,1902,Mathematics and Physic Graduate Student Bryn Mawr College 1902-03; Tutor 1903-06; Teacher in Miss HillsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Philadelphia 1904-07; Teacher of a private Montessori Kindergarten 1914-16; University of Oregon 1914-16; and Instructor in Physical Education Department 1915; Teacher in the Edlowe School Woodland Park Colo and in charge of Ranch 1918-19; Teacher in San Luis School Colorado Springs 1919  Married 1908 Mr George Edgar Ehrman Two sons one daughter,NA,NA,NA,NA,NA,NA,NA,Teacher in San Luis School Colorado Springs,Colorado Springs,Colorado,United States of America,"38.863333333333,-104.79194444444",38.86333333,-104.7919444,1919,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Scripture, Winifred",Scripture,Winifred,AB,Bryn Mawr College,1912,Chemistry and Biology Translator in Engineering Library of Western Electric Company 1913-15; Athletic Director in the Dwight School Englewood N J 1915-16 Married 1917 Lieutenant Percy Custer Fleming U S A One son,NA,NA,NA,NA,NA,NA,NA,Athletic Director in the Dwight School Englewood New Jersey,Englewood,New Jersey,United States of America,"40.893343,-73.975801",40.893343,-73.975801,1916,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Scudder, Atala Thayer",Scudder,Atala Thayer,AB,Bryn Mawr College,1915,Psychology and Biology Medical Student Johns Hopkins University 1915-17 1918,NA,NA,NA,NA,NA,NA,NA,Clinical Pathologist at Military Hospital Paris  and Volunteer Worker in Bacteriology Base Laboratory A E F,Pennsylvania,Pennsylvania,United States of America,"41,-77.5",41,-77.5,1918,"biology, pathology",biology,interdisciplinary,pathology,NA,NA,NA,major
"Sheafer, Katherine Elizabeth",Sheafer,Katherine Elizabeth,AB,Bryn Mawr College,1915,Chemistry and Biology Technician in Radium Laboratory Jefferson Hospital Philadelphia 1916,NA,NA,NA,NA,NA,NA,NA,Technician in Radium Laboratory Jefferson Hospital Philadelphia,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1916,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Shields, Emily Ledyard",Shields,Emily Ledyard,AB,Bryn Mawr College,1905,Greek and Mathematics and,AM,NA,1906,PhD,Johns Hopkins University,1915,NA,Instructor in Latin Smith,Smith College,Massachusetts,United States of America,"42.318119,-72.638139",42.318119,-72.638139,1915,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Shreve, Harriet Ridgway",Shreve,Harriet Ridgway,AB,Bryn Mawr College,1895,Latin and Mathematics Teacher in the Misses RaysonÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School New York City 1902-15; Supervisor of Study Hall The Shipley School Bryn Mawr Pa 1915-17; Teacher in Miss BeardÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Orange N J 1917,NA,NA,NA,NA,NA,NA,NA,Teacher in Miss Beard's School Orange New Jersey,Orange,New Jersey,United States of America,"40.768,-74.2357",40.768,-74.2357,1917,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Shugert, Kate Dunlop",Shugert,Kate Dunlop,AB,Bryn Mawr College,1906,History and Economics and Politics Assistant to Miss Shipley the Misses ShipleyÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Bryn Mawr Pa 1907-09; Teacher of Mathematics in Saint Agnes School Albany,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics in Saint Agnes School Albany,Albany,New York,United States of America,"42.65,-73.766666666667",42.65,-73.76666667,NA,mathematics,mathematics,mathematics,NA,NA,NA,NA,both
"Simonds, Charlotte Victorine",Simonds,Charlotte Victorine,AB,Bryn Mawr College,1910,Mathematics and Physics Student of Architecture Massachusetts Institute of Technology 1910-13 and SB 1913 Married 1913 Mr Nathaniel McLean Sage Two daughters one son,NA,NA,NA,NA,NA,NA,NA,Student of Architecture Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts,United States of America,"42.35982,-71.09211",42.35982,-71.09211,1913,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Slade, Annie Malcom",Slade,Annie Malcom,AB,Bryn Mawr College,1901,Chemistry and Biology Teacher of Physiology in the Dwight School Englewood 1901-02 and of Physiology and Psychology 1903-04; Student University of Leipsic 1903; Chancellor's Certificate WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Law Class New York University Law School 1916; Patriotic and Philanthropic Worker 1918-19,NA,NA,NA,NA,NA,NA,NA,Patriotic and Philanthropic Worker,"Yonkers, NY",New York,United States of America,"40.931210, -73.898747",40.93121,-73.898747,1919,"biology, chemistry, physiology",biology,interdisciplinary,chemistry,physiology,NA,NA,major
"Sloane, Caroline Swanwick",Sloane,Caroline Swanwick,AB,Bryn Mawr College,1900,Latin and English Teacher of English and French Darlington Seminary West Chester Pa 1900-01; Teacher Portland Academy Portland 1901-03; Instructor in Latin Pennsylvania College for Women 1903-04 Married 1904 Mr Benjamin Mathews Lombard Two daughters one son,NA,NA,NA,NA,NA,NA,NA,Instructor in Latin Pennsylvania College for Women,Chatham University,Pennsylvania,United States of America,"40.44917,-79.92583",40.44917,-79.92583,1904,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Smith, Agnes Pickett",Smith,Agnes Pickett,AB,Bryn Mawr College,1916,Mathematics and Physics Teacher of Mathematics in St TimothyÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Catonsville Md 1917,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics in St Timothy's School Catonsville Maryland,Catonsville,Maryland,United States of America,"39.2739,-76.7381",39.2739,-76.7381,1917,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,both
"Smith, Clarissa",Smith,Clarissa,AB,Bryn Mawr College,1915,Chemistry and Biology Secretary to the President of the Drexel Institute 1915-17; Executive Secretary Philadelphia Association of Day Nurseries 1918  Married 1917 Mr Harold Maskel Ware One daughter,NA,NA,NA,NA,NA,NA,NA,Executive Secretary Philadelphia Association of Day Nurseries,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1918,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Smith, Isabel",Smith,Isabel,AB,Bryn Mawr College,1915,Chemistry and Geology and Ahl 1919 Teacher in hliss Wheeler's School Providence R I 1915-17; Graduate Scholar in Geology and Assistant IVarden of Pembroke Hall 1917-18 1919-20 J'cllow in Geologj Bryn hlawr 1918-19,NA,NA,NA,NA,NA,NA,NA,Graduate Scholar in Geology and Assistant Warden of Pembroke Hall,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1919,"chemistry, geology",chemistry,interdisciplinary,geology,NA,NA,NA,both
"Smith, Maria Wilkins",Smith,Maria Wilkins,AB,NA,1906,NA,NA,NA,NA,NA,NA,NA,NA,Teacher of Latin and Mathematics in the Shipley School Bryn Mawr,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1915,mathematics,mathematics,mathematics,NA,NA,NA,NA,career
"Smitheman, Helen Pugh",Smitheman,Helen Pugh,AB,Bryn Mawr College,1907,Latin and Mathematics Teacher in the Public Schools Philadelphia 1907-08; Teacher of Mathematics and Latin in the GirlsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² High School Philadelphia 1908-11 Married 1911 Mr Allen Thomas Baldwin Two daughters,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics and Latin in the Girls' High School Philadelphia,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1911,mathematics,mathematics,mathematics,NA,NA,NA,NA,both
"Stair, Mary Keesey",Stair,Mary Keesey,AB,Bryn Mawr College,1918,Psychology and Biology Volunteer Social Worker 1919,NA,NA,NA,NA,NA,NA,NA,Volunteer Social Worker,"York, PA",Pennsylvania,United States of America,"39.962598, -76.727745",39.962598,-76.727745,1919,biology,biology,biology,NA,NA,NA,NA,major
"Stark, Elizabeth Kline",Stark,Elizabeth Kline,AB,Bryn Mawr College,1918,Psychology and Physics and Ahl 1918 Graduate Student and Assistant Demonstrator in Psychology Bryn hlawr 1916-18; Professor of Philosophy and Education Oxford  1918-19; Instructor in Psychology Unixersity of Kansas 1919,NA,NA,NA,NA,NA,NA,NA,Instructor in Psychology Unixersity of Kansas,Kansas,Kansas,United States of America,"38.5,-98",38.5,-98,1919,physics,physics,physics,NA,NA,NA,NA,major
"Stevens, Caroline",Stevens,Caroline,AB,Bryn Mawr College,1917,Chemistry and Biology Student School of Public Health Massachusetts Institute of Technology,NA,NA,NA,NA,NA,NA,NA,Student School of Public Health Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts,United States of America,"42.35982,-71.09211",42.35982,-71.09211,1917,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Stevens, Nettie Maria",Stevens,Nettie Maria,AB,Leland Stanford Jr University,1899,NA,AM,Leland Stanford Jr University,1900,PhD,Bryn Mawr College,1903,Morphology and Physiology Student in the Hopkins Seaside Laboratory Pacific Grove Cal summers,Research Fellow and Student University of Wurzburg on leave of absence,University of Wurzburg,NA,Germany,"49.788055555556,9.9352777777778",49.78805556,9.935277778,1909,"physiology, morphology",physiology,interdisciplinary,morphology,NA,NA,NA,major
"Stevenson, Harriet",Stevenson,Harriet,AB,Bryn Mawr College,1892,Mathematics ard Physics Teacher of Mathematics and Physics in Miss GibbonsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School New York City 1892-95 Married 1894 Mr Edward G Pinney Three sons one daughter,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics and Physics in Miss Gibbons's School New York City,New York City,New York,United States of America,"40.67,-73.94",40.67,-73.94,1895,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,both
"Stoddard, Virginia Tryon",Stoddard,Virginia Tryon,AB,Bryn Mawr College,1903,Mathematics and Chemistry and,AM,NA,1909,NA,NA,NA,NA,Teacher of Latin and Mathematics in the Agnes Irwin School Philadelphia  and Acting Secretary,Agnes Irwin School,Pennsylvania,United States of America,"40.0283,-75.3502",40.0283,-75.3502,1919,"chemistry, mathematics",chemistry,interdisciplinary,mathematics,NA,NA,NA,both
"Stoughton, Leila Roosevelt",Stoughton,Leila Roosevelt,AB,Bryn Mawr College,1900,Latin and Mathematics Teacher of Mathematics Rosemary Hall Greenwich Conn 190103 190408; Graduate student Columbia University 190809; Graduate student Yale University 1909-10 1911-12; Head Teacher and Teacher of Mathematics Rosemary Hall 1912-15; Private Tutor 1915- 16; Teacher of Mathematics in Mrs Randall-Maclver's School New York City 1916- 17; Nurses' Aid Children's Bureau American Red Cross France 1917-19,NA,NA,NA,NA,NA,NA,NA,Nurses' Aid Children's Bureau American Red Cross France,France,NA,France,"47,2",47,2,1919,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Straus, Dorothy",Straus,Dorothy,AB,Bryn Mawr College,1908,Chemistry and Biology; LLB New York Uniyersity 1911 Graduate Student Barnard College 1908-06; Student of Law New York university Law School 1909-11; Admitted to the Bar of the State of New York 1912; Lawyer 1912-17; Lawyer firm of Coleman Stern and Ellenwood 1917ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â·',NA,NA,NA,NA,NA,NA,NA,Lawyer firm of Coleman Stern and Ellenwood  ',"New York, NY",New York,United States of America,"40.712775, -74.005973",40.712775,-74.005973,1917,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Strong, Anne Hervey",Strong,Anne Hervey,AB,Bryn Mawr College,1898,Chemistry and Biology Private Tutor 1898-99; student in the Albany Hospital Training School for Nurses 1903-05 and Teacher of Anatomy and Physiology 1905 7; Supervising Nurse Albany Hospital 1906 7; Teacher of Mathematics and Chemistry in Miss Wheeler's School Providence R I 1907-09 and Teacher of Latin and Mathematics 1909-14 and Associate Principal 1913-14; Instructor in Public Health Nurs- ing TeachersÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² College 1914-16; Assistant Professor of Public Health Nursing Simmons College 1916-171 and Director of School of Public Health Nursing 1918ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â· on leave of absehce and Associate in Public Health Nursing Teachers' College Columbia University 1919ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â·,NA,NA,NA,NA,NA,NA,NA,Assistant Professor of Public Health Nursing Simmons College  and Director of School of Public Health Nursing   on leave of absehce and Associate in Public Health Nursing Teachers' College Columbia University,Columbia University,New York,United States of America,"40.8075,-73.961944444444",40.8075,-73.96194444,1917,"biology, chemistry, anatomy, physiology, mathematics",biology,interdisciplinary,chemistry,anatomy,physiology,mathematics,major
"Sullivan, Mary Isabelle",Sullivan,Mary Isabelle,AB,Bryn Mawr College,1907,Greek and Mathematics Private Tutor and Night Librarian Drexel Institute Philadelphia 1908-09; Indexer Estate of Stephen Girard Philadelphia 190915; Student New York State Library School 1915-16; Cataloguer New York Public Library 1916-17; Graduate Scholar in English Composition Bryn Mawr College 1917-18; Head Cataloguer Bryn Mawr College 1918,NA,NA,NA,NA,NA,NA,NA,Head Cataloguer Bryn Mawr College,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1918,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Taylor, Mary Lewis",Taylor,Mary Lewis,AB,Bryn Mawr College,1893,Mathematics and Physics Graduate Student Bryn Mawr College 1893 Married 1895 Professor Arthur Stanley Mackenzie One daughter,NA,NA,NA,NA,NA,NA,NA,Graduate Student Bryn Mawr College,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1893,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Taylor, Mary Minor Watson",Taylor,Mary Minor Watson,AB,Bryn Mawr College,1911,Mathematics and Physics Teacher of Mathematics Physics and Latin in Miss MorrisÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Richmond 1911-12; Secretary to the Dean and Assistant Registrar Westhampton College 1914-16; Secretary to the Dean of the College Bryn Mawr College 1916-17; Clerk in Guaranty Trust Co New York City 1917-18; Personal Assistant to the Vice-President Griscom-Russell Co New York City 1918,NA,NA,NA,NA,NA,NA,NA,Personal Assistant to the VicePresident GriscomRussell Co New York City,New York City,New York,United States of America,"40.67,-73.94",40.67,-73.94,1918,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
